nome,latitude,longitude,sigla
Régina Airport,4.31339,-52.132745,REI
Saül Airport,3.61361,-53.204201,XAU
Al Thaurah Airport,34.390394,40.15256,SOR
Alerta Airport,-11.65018,-69.229614,ALD
Alferez FAP Alfredo Vladimir Sara Bauer Airport,-2.79612994194,-76.46659851070001,AOP
Teniente General Gerardo Pérez Pinedo Airport,-10.7291,-73.766502,AYX
Moyobamba Airport,-6.018889,-76.988327,MBP
Huallaga Airport,-7.06056,-76.582199,BLP
Iberia Airport,-11.4116,-69.488701,IBP
Cap FAP David Abenzur Rengifo International Airport,-8.37794017791748,-74.57430267333984,PCL
Trompeteros Airport,-3.80601,-75.039299,TDP
FAP Lieutenant Jaime Andres de Montreuil Morales Airport,-9.14961,-78.523804,CHM
Tingo Maria Airport,-9.289667,-76.005058,TGI
Air Force Captain Jose A Quinones Gonzales International Airport,-6.78748,-79.828102,CIX
Air Force Colonel Alfredo Mendivil Duarte Airport,-13.1548,-74.204399,AYP
Andahuaylas Airport,-13.70639991760254,-73.35040283203125,ANS
Comandante FAP German Arias Graziani Airport,-9.347439765930176,-77.59839630126953,ATA
Quincemil Air Base,-13.231357,-70.75145,UMI
Jorge Chávez International Airport,-12.0219,-77.114305,LIM
Uchiza Airport,-8.467,-76.349998,UCZ
Juan Simons Vela Airport,-6.06786,-77.160004,RIJ
Shumba Airport,-5.59248,-78.774002,JAE
Juanjui Airport,-7.1691,-76.7286,JJI
Francisco Carle Airport,-11.7831001282,-75.47339630130001,JAU
Inca Manco Capac International Airport,-15.467100143432615,-70.158203125,JUL
San Juan de Marcona Airport,-15.357508,-75.135005,SJA
Mayor General FAP Armando Revoredo Iglesias Airport,-7.1391801834106445,-78.4894027709961,CJA
San Nicolas Airport,-6.39231,-77.501198,RIM
General Jorge Fernandez Maldon Airport,-17.695,-71.344002,ILQ
Captain Pedro Canga Rodríguez International Airport,-3.552074,-80.381086,TBP
Mayor PNP Nancy Flores Paucar Airport,-11.3254,-74.535598,MZA
Moises Benzaquen Rengifo Airport,-5.893770217895508,-76.11820220947266,YMS
Alferez Fap David Figueroa Fernandini Airport,-9.878809928894045,-76.20480346679688,HUU
Saposoa Airport,-6.96003,-76.768402,SQU
Chachapoyas Airport,-6.201911,-77.856195,CHH
Coronel FAP Francisco Secada Vignetta International Airport,-3.78474,-73.3088,IQT
Rodríguez Ballón International Airport,-16.3411006927,-71.5830993652,AQP
Capitan FAP Carlos Martinez De Pinillos International Airport,-8.08141040802002,-79.10880279541016,TRU
Captain Renán Elías Olivera International Airport,-13.7449,-76.220299,PIO
Cadete FAP Guillermo Del Castillo Paredes Airport,-6.508739948272705,-76.37319946289062,TPP
Shiringayoc Airport,-11.898,-69.0625,SYC
Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.0533008575,-70.2758026123,TCQ
Padre Aldamiz International Airport,-12.6135997772,-69.2285995483,PEM
Capitán FAP Guillermo Concha Iberico International Airport,-5.20574998856,-80.61640167239999,PIU
Captain Victor Montes Arias International Airport,-4.57664,-81.254097,TYL
Maria Reiche Neuman Airport,-14.854,-74.961502,NZC
Alejandro Velasco Astete International Airport,-13.535699844400002,-71.9387969971,CUZ
Shangrao Sanqingshan Airport,28.3797,117.9643,SQD
Sanming Shaxian Airport,26.4263,117.8336,SQJ
China Strait Airstrip,-10.5627777778,150.690694444,SQT
Cayana Airstrip,3.898681,-55.577907,AAJ
Tepoe Airstrip,3.15000009537,-55.716999054,KCB
Palo Verde Airport,27.0927,-112.0985,SRL
Sandringham Airport,-24.0568,139.0821,SRM
Stony River 2 Airport,61.7897,-156.589005,SRV
Carlos Ruhl Airport,-28.657934,-53.610095,CZB
Captain João Busse Airport,-23.609099,-51.384301,APU
Aeroclube de Bento Gonçalves Airport,-29.147424,-51.540791,BGV
Blumenau Airport,-26.831661,-49.093569,BNU
Olavo Cecco Rigon Airport,-27.180511,-52.051755,CCI
Cassilândia Airport,-19.146861,-51.676941,CSS
Canela Airport,-29.370091,-50.831729,CEL
Cornélio Procópio Airport,-23.152711,-50.602868,CKO
Engenheiro Gastão de Mesquita Filho Airport,-23.69157,-52.642091,GGH
Dourados Airport,-22.2019,-54.926601,DOU
Erechim Airport,-27.663614,-52.271489,ERM
Paulo Abdala Airport,-26.05938,-53.063827,FBE
Guaíra Airport,-24.0811,-54.1917,GGJ
Walter Bündchen Airport,-27.6383,-54.3391,HRZ
João Batista Bos Filho Airport,-28.368711,-53.846568,IJU
Itaqui Airport,-29.173099517822266,-56.53670120239258,ITQ
Santa Terezinha Airport,-27.171514,-51.553327,JCB
Campo Mourão Airport,-24.009199,-52.3568,CBW
Cachoeira do Sul Airport,-30.00189971923828,-52.940799713134766,QDB
Cacoal Airport,-11.496,-61.4508,OAL
Helmuth Baungarten Airport,-27.1599998474,-49.5424995422,LOI
Alegrete Novo Airport,-29.811595,-55.894707,ALQ
Montenegro Airport,-29.71940040588379,-51.48939895629883,QGF
Novo Hamburgo Airport,-29.69610023498535,-51.08169937133789,QHV
São Miguel do Oeste Airport,-26.781601,-53.503502,SQX
Arapongas Airport,-23.3529,-51.491699,APX
Padre Israel Airport,-21.240601,-44.963902,VRZ
Juvenal Loureiro Cardoso Airport,-26.217184,-52.694463,PTO
Paranaguá Airport,-25.5401,-48.5312,PNG
Paranavaí Airport,-23.089899,-52.488499,PVI
Paranaíba Airport,-19.651199340820312,-51.19940185546875,PBB
São Lourenço do Sul Airport,-31.38330078125,-52.03279876708984,SQY
Siassi Airport,-5.5965,147.8106,SSS
São Borja Airport,-28.6549,-56.034599,JBS
Santa Cruz do Sul Airport,-29.684099,-52.412201,CSU
Plínio Alarcom Airport,-20.752643,-51.682026,TJL
Orlando de Carvalho Airport,-23.7987,-53.313801,UMU
Unifly Heliport,-23.4086112976,-46.3305549622,ZFU
União da Vitória Airport,-26.233224,-51.066754,UVI
Videira Airport,-26.999701,-51.141899,VIA
Santa Vitória do Palmar Airport,-33.502038,-53.344911,CTQ
Xanxerê Airport,-26.875557,-52.373055,AXE
Avelino Vieira Airport,-24.103901,-49.789101,AAG
Luis Alberto Lehr Airport,-27.90658,-54.520628,SRA
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.184476,-50.143822,PGZ
Artigas International Airport,-30.4007,-56.5079,ATI
Placeres Airport,-30.319807,-57.558823,BUV
Colonia Laguna de Los Patos International Airport,-34.456402,-57.770599,CYR
Santa Bernardina International Airport,-33.358898,-56.499199,DZO
Capitan Corbeta CA Curbelo International Airport,-34.855099,-55.094299,PDP
Cerro Largo International Airport,-32.337898,-54.216702,MLZ
Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,MVD
Tydeo Larre Borges Airport,-32.3633,-58.061901,PDU
Presidente General Don Oscar D. Gestido International Airport,-30.9746,-55.4762,RVY
Nueva Hesperides International Airport,-31.438499,-57.985298,STY
Tacuarembo Airport,-31.749001,-55.925801,TAW
Treinta y Tres Airport,-33.195714,-54.347246,TYT
Vichadero Airport,-31.739166,-54.587776,VCH
Oswaldo Guevara Mujica Airport,9.553375,-69.237869,AGV
Anaco Airport,9.430225,-64.470726,AAO
Armando Schwarck Airport,6.57805,-66.816902,LPJ
General José Antonio Anzoategui International Airport,10.111111,-64.692222,BLA
Barinas Airport,8.615,-70.214167,BNS
Barquisimeto International Airport,10.042747,-69.35862,BRM
Escuela Mariscal Sucre Airport,10.249978065490724,-67.64942169189453,MYC
"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",8.122161,-63.536957,CBL
Caicara del Orinoco Airport,7.62551,-66.162804,CXA
Zaraza Airport,9.350306,-65.280655,ZRZ
Casigua El Cubo Airport,8.75814,-72.536301,CUV
Calabozo Airport,8.924656,-67.417091,CLZ
Canaima Airport,6.231989,-62.85485,CAJ
General Francisco Bermúdez Airport,10.660014,-63.261681,CUP
José Leonardo Chirinos Airport,11.414944,-69.680901,CZE
Cumaná (Antonio José de Sucre) Airport,10.450333,-64.13047,CUM
Puerto Paez Airport,6.220095,-67.447508,PPZ
El Dorado Airport,6.71573,-61.638786,EOR
Elorza Airport,7.059677,-69.4967,EOZ
Guasdualito Airport,7.210834,-70.756386,GDO
Guiria Airport,10.5740776062,-62.3126678467,GUI
Guanare Airport,9.026944,-69.75515,GUQ
Higuerote Airport,10.462474,-66.092779,HGE
Icabarú Airport,4.33632,-61.739601,ICA
Andrés Miguel Salazar Marcano Airport,10.794432,-63.98159,ICC
Josefa Camejo International Airport,11.780775,-70.151497,LSP
Kavanayen Airport,5.593056,-61.763333,KAV
La Fria Airport,8.239167,-72.271027,LFR
La Chinita International Airport,10.5582084656,-71.7278594971,MAR
Alberto Carnevalli Airport,8.582078,-71.161041,MRD
Del Caribe Santiago Mariño International Airport,10.912603378295898,-63.96659851074219,PMV
Simón Bolívar International Airport,10.601194,-66.991222,CCS
Maturín Airport,9.749023,-63.153348,MUN
Oro Negro Airport,10.3307,-71.322502,CBS
Cacique Aramare Airport,5.6199898719788,-67.606101989746,PYH
General Bartolome Salom International Airport,10.4805,-68.072998,PBL
Pedernales Airport,9.97924,-62.2286,PDZ
Perai-Tepuy Airport,4.570275,-61.520262,PPH
Paramillo Airport,7.80132,-72.202904,SCI
General Manuel Carlos Piar International Airport,8.288530349731445,-62.760398864746094,PZO
Palmarito Airport,7.56667,-70.183296,PTM
Los Roques Airport,11.946177,-66.669836,LRV
Stevens Village Airport,66.016727,-149.056835,SVS
San Antonio Del Tachira Airport,7.84083,-72.439697,SVZ
Santa Bárbara de Barinas Airport,7.803514,-71.165718,SBB
Santa Elena de Uairen Airport,4.555,-61.150002,SNV
Mayor Buenaventura Vivas International Airport,7.56538,-72.035103,STD
Sub Teniente Nestor Arias Airport,10.2787,-68.755203,SNF
San Fernando De Apure Airport,7.88332,-67.444,SFD
San Tomé Airport,8.9451465606689,-64.151084899902,SOM
Santa Bárbara del Zulia Airport,8.97455,-71.943253,STB
Tucupita Airport,9.088994,-62.094173,TUV
Tumeremo Airport,7.24938,-61.52893,TMO
Uriman Airport,5.333333,-62.766666,URM
Arturo Michelena International Airport,10.14973258972168,-67.92839813232422,VLN
Juan Pablo Pérez Alfonso Airport,8.624139,-71.672668,VIG
Dr. Antonio Nicolás Briceño Airport,9.340478,-70.584061,VLV
Valle de La Pascua Airport,9.22202777863,-65.9935836792,VDP
Barcelos Airport,-0.981191,-62.918603,BAZ
Walfrido Salmito de Almeida Airport,-4.042841,-40.893813,JSB
André Antônio Maggi Airport,-15.1934,-59.3848,LCB
Borba Airport,-4.40634,-59.602402,RBB
Carauari Airport,-4.871473,-66.897552,CAF
Costa Marques Airport,-12.4211,-64.251602,CQS
Diamantino Airport,-14.37689971923828,-56.40039825439453,DMT
Dianópolis Airport,-11.5953998566,-46.846698761,DNO
Siwea Airport,-6.284181,147.582371,SWE
Eirunepé Airport,-6.63953,-69.879799,ERN
Canarana Airport,-13.574444,-52.270557,CQA
São Félix do Araguaia Airport,-11.6324,-50.689602,SXO
Satwag Airport,-6.13955555556,147.279166667,SWG
Gurupi Airport,-11.7396,-49.132198,GRP
Araguaína Airport,-7.22787,-48.240501,AUX
Frederico Carlos Müller Airport,-14.019959,-52.152003,GGB
Humaitá Airport,-7.532120227810001,-63.072101593,HUW
Ipiranga Airport,-2.940141,-69.694264,IPG
Santa Izabel do Morro Airport,-11.57229995727539,-50.66619873046875,IDO
Ji-Paraná Airport,-10.870743,-61.846675,JPR
Juína Airport,-11.419444,-58.701668,JIA
Juruena Airport,-10.305833,-58.489445,JRN
Jataí Airport,-17.8299007416,-51.7729988098,JTI
Cáceres Airport,-16.0436,-57.629902,CCX
Coari Airport,-4.13406,-63.132599,CIZ
Serra da Capivara Airport,-9.083392,-42.644656,NSR
Catalão Airport,-18.216801,-47.8997,TLZ
Lábrea Airport,-7.27897,-64.769501,LBR
General Leite de Castro Airport,-17.834723,-50.956112,RVD
Maués Airport,-3.37217,-57.7248,MBZ
Novo Aripuanã Airport,-5.11803,-60.364899,NVP
Novo Campo Airport,-8.83456,-67.312401,BCR
Niquelândia Airport,-14.434869,-48.491615,NQL
Anápolis Airport,-16.3623008728,-48.9271011353,APS
Fonte Boa Airport,-2.5326099395800004,-66.0831985474,FBA
Parintins Airport,-2.673521,-56.777625,PIN
Pimenta Bueno Airport,-11.6416,-61.1791,PBQ
Fazenda Piraguassu Airport,-10.85935,-51.688152,PBX
Silur Airport,-4.52988888889,153.054444444,SWR
Arraias Airport,-13.025154,-46.884107,AAI
Maestro Marinho Franco Airport,-16.584292,-54.724803,ROO
Aripuanã Airport,-10.187375,-59.457469,AIR
Presidente João Batista Figueiredo Airport,-11.885001,-55.586109,OPS
Santa Terezinha Airport,-10.464722,-50.518612,STZ
Tapuruquara Airport,-0.3786,-64.9923,IRZ
Tangará da Serra Airport,-14.662,-57.443744,TGQ
Fazenda Tucunaré Airport,-13.465528,-58.866935,AZL
Taguatinga Airport,-12.433889389038086,-46.40055465698242,QHN
São Miguel do Araguaia Airport,-13.331299781799316,-50.197601318359375,SQM
Vila Bela da Santíssima Trindade Airport,-14.9942,-59.9458,MTG
Vila Rica Airport,-9.979444,-51.142223,VLP
Regional Orlando Villas Boas Airport,-10.170277595500002,-54.9527778625,MBK
Xavantina Airport,-14.697778,-52.347246,NOK
Apuí Airport,-7.172773,-59.8396,IUP
Western Sydney International (Nancy Bird Walton) Airport,-33.879444,150.739722,SWZ
Fazenda Americana Airport,-18.147591,-41.715044,ITI
Sehulea Airport,-9.96452777778,151.161861111,SXH
Nunam Iqua Airport,62.520599,-164.848006,SXP
Aishalton Airport,2.47403,-59.320786,AHL
Annai Airport,3.95944,-59.124199,NAI
Seal Bay Seaplane Base,58.373291,-152.201797,SYB
Baramita Airport,7.370120048522949,-60.48799896240234,BMJ
Bartica A Airport,6.358864,-58.655207,GFO
Cheddi Jagan International Airport,6.49855,-58.254101,GEO
Silva Bay Seaplane Base,49.151,-123.698,SYF
Eugene F. Correira International Airport,6.80628,-58.1059,OGL
Imbaimadai Airport,5.70811,-60.294201,IMB
Kamarang Airport,5.86534,-60.614201,KAR
Karanambo Airport,3.752572,-59.30902,KRM
Karasabai Airport,4.03333,-59.533298,KRG
Kato Airport,4.64916,-59.832199,KTO
Konawaruk Airport,5.2684,-58.995,KKG
Roberts Army Heliport,35.814999,-120.744003,SYL
Lumid Pau Airport,2.39392995834,-59.4410018921,LUB
Lethem Airport,3.37276,-59.789398,LTM
Mabaruma Airport,8.20017,-59.777965,USI
Mahdia Airport,5.27749,-59.1511,MHA
Maikwak Airport,4.898172,-59.817027,VEG
Monkey Mountain Airport,4.45315,-59.599596,MYM
Matthews Ridge Airport,7.487736,-60.185237,MWJ
Stanton Airfield,44.475579,-93.016756,SYN
New Amsterdam Airport,6.244324,-57.474172,QSX
Orinduik Airport,4.72527,-60.035,ORJ
Port Kaituma Airport,7.7424,-59.8819,PKM
Pipillipai Airport,5.356667,-60.381,PIQ
Paramakatoi Airport,4.6975,-59.7125,PMT
Paruima Airport,5.81724,-61.055489,PRR
Sand Creek Airport,2.9913,-59.51,SDC
Skeldon Airport,5.8599,-57.14894,SKM
Santa Cruz Island Airport,34.06007,-119.915229,SZN
Santa Paula Airport,34.34719849,-119.060997,SZP
Qingdao Jiaodong International Airport,36.361953,120.088171,TAO
V C Bird International Airport,17.1367,-61.792702,ANU
Codrington Airport,17.635799,-61.828602,BBQ
Timbunke Airport,-4.196633,143.519222,TBE
Grantley Adams International Airport,13.0746,-59.4925,BGI
Tarabo Airport,-6.46666666667,145.532222222,TBQ
Tabal Airstrip,8.3027,171.1615,TBV
Tinboli Airport,-4.0949,143.3838,TCK
Takotna Airport,62.993206,-156.029026,TCT
Tetebedi Airport,-9.1586,148.0686,TDB
Canefield Airport,15.336693,-61.392108,DCF
Douglas-Charles Airport,15.547,-61.299999,DOM
Sasereme Airport,-7.6217,142.868,TDS
Terapo Airport,-8.16972222222,146.194444444,TEO
Tifalmin Airport,-5.1173,141.419,TFB
La Désirade Airport,16.296902,-61.0844,DSD
Basse-Terre Baillif Airport,16.013648,-61.742928,BBR
St-François Airport,16.257799,-61.262501,SFC
Martinique Aimé Césaire International Airport,14.591,-61.003201,FDF
Grand Case-Espérance Airport,18.099899,-63.047199,SFG
Saint Barthélemy - Rémy de Haenen Airport,17.9044,-62.843601,SBH
Marie-Galante Airport,15.868925,-61.270087,GBJ
Pointe-à-Pitre Le Raizet International  Airport,16.265301,-61.531799,PTP
Terre-de-Haut Airport,15.86439991,-61.5806007385,LSS
Tagula Airport,-11.3311111111,153.202916667,TGL
Maurice Bishop International Airport,12.0042,-61.786201,GND
Lauriston Airport,12.4761,-61.472801,CRU
Trincomalee Harbor Waterdrome,8.56,81.22,THW
Cyril E. King Airport,18.337091,-64.977251,STT
Henry E Rohlsen Airport,17.701900482177734,-64.79859924316406,STX
Antonio Nery Juarbe Pol Airport,18.45085,-66.675768,ARE
Rafael Hernández International Airport,18.4949,-67.129402,BQN
Ticantiquí Airport,9.4185,-78.4896,TJC
Benjamin Rivera Noriega Airport,18.312954,-65.303893,CPX
Fernando Luis Ribas Dominicci Airport,18.45680046081543,-66.09809875488281,SIG
Eugenio Maria De Hostos Airport,18.255699157714844,-67.14849853515625,MAZ
Mercedita Airport,18.00830078125,-66.56300354003906,PSE
José Aponte de la Torre Airport,18.2453,-65.643402,NRR
Luis Munoz Marin International Airport,18.4394,-66.001801,SJU
Antonio Rivera Rodriguez Airport,18.1348,-65.493599,VQS
Tenakee Seaplane Base,57.779701,-135.218002,TKE
Taku Lodge Seaplane Base,58.4897003174,-133.942993164,TKL
Robert L. Bradshaw International Airport,17.311199188232422,-62.71870040893555,SKB
Vance W. Amory International Airport,17.205699920654297,-62.58990097045898,NEV
Tumolbil Airport,-4.7748,141.0133,TLP
George F. L. Charles Airport,14.0202,-60.992901,SLU
Hewanorra International Airport,13.7332,-60.952599,UVF
Tuluksak Airport,61.086973,-160.922842,TLT
Kerki Airport,37.822051,65.135279,KEA
Queen Beatrix International Airport,12.5014,-70.015198,AUA
Flamingo International Airport,12.131,-68.268501,BON
Hato International Airport,12.1889,-68.959801,CUR
F. D. Roosevelt Airport,17.49650001525879,-62.979400634765625,EUX
Princess Juliana International Airport,18.041,-63.108898,SXM
Juancho E. Yrausquin Airport,17.645000457763672,-63.220001220703125,SAB
Jumandy Airport,-1.060185,-77.580525,TNW
Torokina Airport,-6.2015,155.063,TOK
Tortola West End Seaplane Base,18.45,-64.583333,TOV
Port Alsworth Airport,60.201681,-154.325863,PTA
Tapeta Airport,6.4948,-8.873,TPT
Clayton J Lloyd International Airport,18.204773,-63.05383,AXA
Bingöl Çeltiksuyu Airport,38.8592605591,40.5959625244,BGG
Çukurova International Airport (under construction),36.890908,35.070522,COV
John A. Osborne Airport,16.791401,-62.193298,MNI
Tanacross Airport,63.3744010925,-143.335998535,TSG
Tsile Tsile Airport,-6.8498,146.3554,TSI
A.N.R. Robinson International Airport,11.1497,-60.832199,TAB
Piarco International Airport,10.5954,-61.3372,POS
Tissa Tank Waterdrome,6.2876,81.2906,TTW
Tum Airport,6.26,35.5184,TUJ
Captain Auguste George Airport,18.727734,-64.32852,NGD
Terrance B. Lettsome International Airport,18.445492,-64.541707,EIS
Virgin Gorda Airport,18.446399688720703,-64.42749786376953,VIJ
Argyle International Airport,13.156695,-61.149945,SVD
J F Mitchell Airport,12.9884,-61.262001,BQU
Canouan Airport,12.699,-61.3424,CIW
Mustique Airport,12.8879,-61.180199,MQS
Union Island International Airport,12.600135,-61.411945,UNI
Dongsha Island (Pratas Island) Airport,20.7066,116.721001,DSX
Qimei Airport,23.213127,119.417539,CMJ
Tumxuk Tangwangcheng Airport,39.886663,79.233408,TWC
Two Harbors Amphibious Terminal,33.432222222200004,-118.508611111,TWH
L.F. Wade International Airport,32.363998,-64.678703,BDA
Tyonek Airport,61.076556,-151.131363,TYE
Mchauru Airport,-2.813667,32.172472,GIT
Lushoto Airport,-4.783259868621826,38.30419921875,LUY
Tsimiroro Airport,-18.345064,45.015643,TZO
Dubois Municipal Airport,44.162057,-112.220581,DBS
Myrhorod Air Base,49.932,33.641,MXR
Kakhnovka Airfield,49.136799,33.477893,KHU
Kam'yanets'-Podil's'kyi Airfield,48.695631,26.609471,KCP
Almaty International Airport,43.354267,77.042828,ALA
Balkhash Airport,46.894246,75.004533,BXH
Boralday Airport,43.352052,76.883039,BXJ
Taldykorgan Airport,45.12255,78.442758,TDK
Nursultan Nazarbayev International Airport,51.027035,71.467094,NQZ
Kokshetau Airport,53.329102,69.594597,KOV
Petropavl Airport,54.774702,69.183273,PPK
Taraz Airport,42.85359954833984,71.30359649658203,DMB
Mount Aue Airport,-6.23416666667,144.664722222,UAE
Issyk-Kul International Airport,42.585584,76.701181,IKU
Manas International Airport,43.0612983704,74.4776000977,FRU
Osh Airport,40.6090011597,72.793296814,OSS
Shymkent Airport,42.364200592041016,69.47889709472656,CIT
Hazrat Sultan International Airport,43.313126,68.549881,HSA
Zhezkazgan National Airport,47.708953,67.738094,DZN
Sary-Arka Airport,49.670799,73.334396,KGF
Kyzylorda Airport,44.706902,65.592499,KZO
Uralsk Airport,51.15079879760742,51.54309844970703,URA
Ekibastuz Airport,51.59099960327149,75.21499633789062,EKB
Ust-Kamenogorsk Airport,50.036571,82.493477,UKK
Pavlodar Airport,52.19499969482422,77.07389831542969,PWQ
Semey Airport,50.351295,80.234398,PLX
Zaysan Airport,47.487491,84.887675,SZI
Aktau Airport,43.860093,51.09086,SCO
Atyrau International Airport,47.122559,51.819321,GUW
Aktobe Airport,50.2458,57.206699,AKX
Arkalyk North Airport,50.31859970092773,66.95279693603516,AYK
Kostanay West Airport,53.20690155029297,63.55030059814453,KSN
Heydar Aliyev International Airport,40.46749877929688,50.04669952392578,GYD
Ganja International Airport,40.737701,46.3176,GNJ
Lankaran International Airport,38.757919,48.807042,LLK
Nakhchivan Airport,39.18880081176758,45.45840072631836,NAJ
Gabala International Airport,40.808617,47.725389,GBB
Zaqatala International Airport,41.557823,46.669464,ZTU
Zangilan International Airport,39.11443,46.74392,ZZE
Yevlakh Airport,40.631901,47.141899,YLV
Buin Airport,-6.72916666667,155.683333333,UBI
Shirak International Airport,40.750401,43.859299,LWN
Zvartnots International Airport,40.1473007202,44.3959007263,EVN
Batagay Airport,67.648002624512,134.69500732422,BQJ
Sakkyryr Airport,67.792,130.394,SUK
Ust-Kuyga Airport,70.011002,135.645004,UKG
Talakan Airport,59.876389,111.044444,TLK
Aldan Airport,58.60279846191406,125.40899658203124,ADH
Yakutsk Airport,62.093299865722656,129.77099609375,YKS
Chulman Airport,56.913898468018,124.91400146484,NER
Moma Airport,66.450861,143.261551,MQJ
Magan Airport,62.103484,129.545288,GYG
Olyokminsk Airport,60.401833,120.476094,OLZ
Ust-Nera Airport,64.550003051758,143.11500549316,USR
Ust-Maya Airport,60.356998443604,134.43499755859,UMS
Verkhnevilyuisk Airport,63.458057403564,120.26916503906,VHV
Nyurba Airport,63.296703,118.341953,NYR
Suntar Airport,62.185001373291,117.63500213623,SUY
Vilyuisk Airport,63.756668,121.693336,VYI
Lensk Airport,60.7206001282,114.825996399,ULK
Olenyok Airport,68.514999,112.480003,ONK
Polyarny Airport,66.400398,112.029999,PYJ
Mirny Airport,62.534698486328125,114.03900146484376,MJZ
Saskylakh Airport,71.927902,114.080002,SYS
Belaya Gora Airport,68.556227,146.22784,BGN
Srednekolymsk Airport,67.4805,153.7364,SEK
Chokurdakh Airport,70.6231,147.901993,CKH
Cherskiy Airport,68.7406005859375,161.33799743652344,CYX
Tiksi Airport,71.697700500488,128.90299987793,IKS
Zyryanka Airport,65.7485,150.8889,ZKP
Kisoro Airport,-1.2837,29.7197,KXO
Savannah Airstrip,-0.7165,29.6997,KHX
Moyo Airport,3.6444001197815,31.762762069702,OYG
Ugashik Bay Airport,57.424052,-157.74479,UGB
David the Builder Kutaisi International Airport,42.176768,42.482393,KUT
Batumi International Airport,41.610298,41.599701,BUS
Sukhumi Babushara /  Vladislav Ardzinba International Airport,42.8582,41.128101,SUI
Tbilisi International Airport,41.669201,44.9547,TBS
Ignatyevo Airport,50.42539978027344,127.41200256347656,BQS
Zeya Airport,53.687023,127.090972,EYA
Tynda Airport,55.284936,124.77901,TYD
Khabarovsk Novy Airport,48.528338,135.188588,KHV
Komsomolsk-on-Amur Airport,50.40900039672852,136.9340057373047,KXK
Sovetskaya Gavan (Maygatka) Airport,48.925067,140.035348,GVN
Ugolny Yuri Ryktheu Airport,64.734902,177.740997,DYR
Provideniya Bay Airport,64.37809753417969,-173.2429962158203,PVS
Keperveem Airport,67.845001,166.139999,KPW
Sokol Airport,59.9109992980957,150.72000122070312,GDX
Markovo Airport,64.665446,170.417626,KVM
Pevek Airport,69.783302,170.597,PWE
Severo-Evensk Airport,61.921786,159.229059,SWV
Bogorodskoye Airport,52.381041,140.449378,BQG
Nikolayevsk-na-Amure Airport,53.154999,140.649994,NLI
Okhotsk Airport,59.410065,143.056503,OHO
Yelizovo Airport,53.16764,158.451863,PKC
Burevestnik Airport,44.919998,147.621994,BVV
Okha Airport,53.517656,142.879772,OHH
Iturup Airport,45.256389,147.95549,ITU
Shakhtyorsk Airport,49.1903,142.082993,EKS
Yuzhno-Kurilsk Mendeleyevo Airport,43.961066,145.684977,DEE
Zonalnoye Airport,50.6692008972,142.761001587,ZZO
Yuzhno-Sakhalinsk Airport,46.885461,142.717466,UUS
Amgu Airport,45.84126,137.673568,AEM
Svetlaya Airport,46.541704,138.321703,ETL
Yedinka Airport,47.178201,138.657357,EDN
Kavalerovo Airport,44.2726,135.029,KVR
Plastun Airport,44.814999,136.292007,TLY
Terney Airport,45.0825,136.5912,NEI
Vladivostok International Airport,43.396256,132.148155,VVO
Chita-Kadala International Airport,52.026299,113.306,HTA
Chara Airport,56.913334,118.269997,CZR
Bratsk Airport,56.370601654052734,101.697998046875,BTK
Ust-Ilimsk Airport,58.136101,102.565002,UIK
Irkutsk International Airport,52.268002,104.389,IKT
Bodaybo Airport,57.8661003113,114.242996216,ODO
Yerbogachen Airport,61.2750015259,108.029998779,ERG
Kirensk Airport,57.773,108.064,KCK
Preobrazheniye Airport,42.921698,133.904438,RZH
Ust-Kut Airport,56.856701,105.730003,UKX
Nizhneangarsk International Airport,55.8008,109.595001,NZG
Baikal International Airport,51.808614,107.439652,UUD
Ujae Atoll Airport,8.92805957794,165.761993408,UJE
Uljin Airport,36.777049,129.461861,UJN
Boryspil International Airport,50.345001,30.894699,KBP
Kramatorsk Airport,48.706799,37.630922,KRQ
Mariupol International Airport,47.07609939575195,37.44960021972656,MPW
Sievierodonetsk Airport,48.900926,38.54279,SEV
Dnipro International Airport,48.357201,35.100601,DNK
Zaporizhzhia International Airport,47.867000579833984,35.31570053100586,OZH
Kryvyi Rih International Airport,48.04330062866211,33.209999084472656,KWG
Sevastopol International Airport / Belbek Air Base,44.691822,33.57462,UKS
Simferopol International Airport,45.0522,33.975101,SIP
Kerch Airport,45.372501,36.401402,KHC
Mukhaizna Airport,19.386389,56.401389,UKH
Kharkiv International Airport,49.924801,36.290001,HRK
Suprunovka Airport,49.5686,34.397202,PLV
Sumy Airport,50.858299,34.762501,UMY
Cherkasy International Airport,49.4156,31.9953,CKC
Kirovograd Airport,48.542801,32.285,KGO
Ihor Sikorsky Kyiv International Airport (Zhuliany),50.40194,30.45194,IEV
Zhytomyr Airport,50.270556,28.738611,ZTR
Lutsk Airport,50.678404,25.487165,UCK
Khmelnytskyi Airport,49.359699,26.933399,HMJ
Ivano-Frankivsk International Airport,48.88420104980469,24.68610000610352,IFO
Lviv International Airport,49.8125,23.9561,LWO
Chernivtsi International Airport,48.2593002319336,25.98080062866211,CWC
Rivne International Airport,50.60710144042969,26.141599655151367,RWN
